"1X8m4","sdz","sdz","sdz@sdz.nl","SDZ","0"
"EoYnc","tos","tos","tos@tos.nl","TOS-Actief","0"
"11","12","2XfHU","Onder 14","voorjaar","174.085","132.241","87.4435","86.6411","53.0361",NULL,"15","24","17","56","47","43","90","28","38","66","22","33","55","2.03","1.91","1.91","3.46","3.646","3.46","4.51","4.81","4.51",NULL,NULL,NULL,"8.53","8.59","8.53","1.92","1.8","1.8","1X8m4","2023-04-05","2000-07-09","2","2022/'23"
"12","13","2XfHU","Onder 15","najaar","175.419","133.407","87.756","87.6632","56.8988",NULL,"23","9","5","37","44","51","95","22","33","55","24","35","59","2.15","2.12","2.12",NULL,"3.2","3.2","4.56","5.04","4.56","8.73","8.54","8.54","8.48","7.6","7.6","2.22","1.79","1.79","1X8m4","2023-10-05","2000-07-09","3","2023/'24"
"13","14","2XfHU","Onder 15","voorjaar","176.01","134.307","87.3312","88.6788","56.1665",NULL,"23","9","5","37","44","51","95","22","33","55","24","35","59","2.15","2.12","2.12",NULL,"3.2","3.2","4.56","5.04","4.56","8.73","8.54","8.54","8.48","7.6","7.6","2.22","1.79","1.79","1X8m4","2024-04-05","2000-07-09","4","2023/'24"
"14","15","2XfHU","Onder 16","najaar","177.163","135.496","87.1903","89.9726","57.5118",NULL,"10","18","11","39","72","56","128","29","32","61","51","34","85","1.978","1.832","1.832","3.25","3.24","3.24","4.67","4.18","4.18","8.34","8.74","8.34","8.02","7.83","7.83","2.24","2.1","2.1","1X8m4","2024-10-05","2000-07-09","5","2024/'25"
"15","16","2XfHU","Onder 16","voorjaar","177.627","136.128","87.0546","90.5728","57.072",NULL,"10","18","11","39","72","56","128","29","32","61","51","34","85","1.978","1.832","1.832","3.25","3.24","3.24","4.67","4.18","4.18","8.34","8.74","8.34","8.02","7.83","7.83","2.24","2.1","2.1","1X8m4","2025-04-05","2000-07-09","6","2024/'25"
"16","17","2XfHU","Onder 17","najaar","179.102","136.548","88.1016","91.0007","56.8277",NULL,"24","17","7","48","42","49","91","28","34","62","30","40","70","1.79","1.7","1.7",NULL,"3.52","3.52","4.06","4.11","4.06","8.78","7.72","7.72","7.76","8.07","7.76","1.92","2.6","1.92","1X8m4","2025-10-05","2000-07-09","7","2025/'26"
"17","18","2XfHU","Onder 17","voorjaar","179.541","138.3","86.8399","92.7016","57.2003",NULL,"24","17","7","48","42","49","91","28","34","62","30","40","70","1.79","1.7","1.7",NULL,"3.52","3.52","4.06","4.11","4.06","8.78","7.72","7.72","7.76","8.07","7.76","1.92","2.6","1.92","1X8m4","2026-04-05","2000-07-09","8","2025/'26"
"18","19","2XfHU","Onder 18","najaar","180.503","139.103","86.9353","93.5674","56.2215",NULL,"20","24","24","68","64","54","118","32","37","69","33","39","72","2.01","1.67","1.67","3.15","2.91","2.91","4.28","4.52","4.28","7.51","8.16","7.51","7.87","8.02","7.87","2.13","2.18","2.13","1X8m4","2026-10-05","2000-07-09","9","2026/'27"
"19","20","2XfHU","Onder 18","voorjaar","181.652","140.496","86.7343","94.9179","56.2693",NULL,"20","24","24","68","64","54","118","32","37","69","33","39","72","2.01","1.67","1.67","3.15","2.91","2.91","4.28","4.52","4.28","7.51","8.16","7.51","7.87","8.02","7.87","2.13","2.18","2.13","1X8m4","2027-04-05","2000-07-09","10","2026/'27"
"20","21","rU8Jl","Onder 14","najaar","154.18","117.18","76.0801","78.1","43.4801",NULL,"23","9","5","37","72","52","124","28","33","61","35","30","65","2.08",NULL,"2.08","3.47","3.31","3.31","4.68","4.75","4.68","9.1","8.06","8.06","8.28","8.7","8.28","1.64","1.87","1.64","1X8m4","2022-10-05","2000-05-30","1","2022/'23"
"21","22","rU8Jl","Onder 14","voorjaar","156.021","118.763","76.3513","79.67","48.4133",NULL,"23","9","5","37","72","52","124","28","33","61","35","30","65","2.08",NULL,"2.08","3.47","3.31","3.31","4.68","4.75","4.68","9.1","8.06","8.06","8.28","8.7","8.28","1.64","1.87","1.64","1X8m4","2023-04-05","2000-05-30","2","2022/'23"
"22","23","rU8Jl","Onder 15","najaar","156.991","119.57","76.368","80.6233","49.8787",NULL,"19","16","7","42","60","54","114","28","34","62","25","36","61","1.77","1.94","1.77","3.3","3.68","3.3","4.53","4.18","4.18","8.02","8.08","8.02","8.1","7.78","7.78","1.48","1.9","1.48","1X8m4","2023-10-05","2000-05-30","3","2023/'24"
"23","24","rU8Jl","Onder 15","voorjaar","157.571","120.065","76.2814","81.2892","50.1251",NULL,"19","16","7","42","60","54","114","28","34","62","25","36","61","1.77","1.94","1.77","3.3","3.68","3.3","4.53","4.18","4.18","8.02","8.08","8.02","8.1","7.78","7.78","1.48","1.9","1.48","1X8m4","2024-04-05","2000-05-30","4","2023/'24"
"24","25","rU8Jl","Onder 16","najaar","158.315","121.866","75.3272","82.9874","49.4161",NULL,"24","17","15","56","48","50","98","23","36","59","34","38","72","1.88","1.96","1.88","3.45","3.36","3.36","4.72","4.81","4.72","8.69","7.98","7.98","8.51","7.95","7.95","2.01","1.97","1.97","1X8m4","2024-10-05","2000-05-30","5","2024/'25"
"25","26","rU8Jl","Onder 16","voorjaar","159.592","122.089","76.2774","83.3148","50.8098",NULL,"24","17","15","56","48","50","98","23","36","59","34","38","72","1.88","1.96","1.88","3.45","3.36","3.36","4.72","4.81","4.72","8.69","7.98","7.98","8.51","7.95","7.95","2.01","1.97","1.97","1X8m4","2025-04-05","2000-05-30","6","2024/'25"
"26","27","rU8Jl","Onder 17","najaar","160.6","123.208","76.1292","84.4707","49.8268",NULL,"24","24","24","72","58","54","112","30","28","58","54","40","94","1.88","1.94","1.88","3.3","3.27","3.27","4.26","4.23","4.23","8.17","7.97","7.97","7.95","8.19","7.95",NULL,"2.22","2.22","1X8m4","2025-10-05","2000-05-30","7","2025/'26"
"27","28","rU8Jl","Onder 17","voorjaar","160.853","124.393","75.206","85.6473","49.3761",NULL,"24","24","24","72","58","54","112","30","28","58","54","40","94","1.88","1.94","1.88","3.3","3.27","3.27","4.26","4.23","4.23","8.17","7.97","7.97","7.95","8.19","7.95",NULL,"2.22","2.22","1X8m4","2026-04-05","2000-05-30","8","2025/'26"
"28","29","rU8Jl","Onder 18","najaar","162.823","125.097","76.4711","86.352","49.7994",NULL,"24","22","16","62","60","54","114","35","27","62","52","37","89","1.75",NULL,"1.75","3.18","3.04","3.04","4.15","4.22","4.15",NULL,"7.56","7.56","8.06","8.13","8.06","2.08","2.27","2.08","1X8m4","2026-10-05","2000-05-30","9","2026/'27"
"29","30","rU8Jl","Onder 18","voorjaar","163.662","125.996","76.4413","87.2207","49.9813",NULL,"24","22","16","62","60","54","114","35","27","62","52","37","89","1.75",NULL,"1.75","3.18","3.04","3.04","4.15","4.22","4.15",NULL,"7.56","7.56","8.06","8.13","8.06","2.08","2.27","2.08","1X8m4","2027-04-05","2000-05-30","10","2026/'27"
"30","31","2vgP8","Onder 14","najaar","177.426","128.826","90.6261","86.8","62.1261",NULL,"24","24","18","66","50","45","95","26","31","57","37","32","69",NULL,"2.05","2.05","3.43","3.54","3.43","5.2","4.86","4.86","8.22","8.16","8.16","8.04","8.95","8.04","2","1.57","1.57","1X8m4","2022-10-05","2000-09-24","1","2022/'23"
"31","32","2vgP8","Onder 14","voorjaar","177.724","129.977","89.0588","88.6651","64.8842",NULL,"24","24","18","66","50","45","95","26","31","57","37","32","69",NULL,"2.05","2.05","3.43","3.54","3.43","5.2","4.86","4.86","8.22","8.16","8.16","8.04","8.95","8.04","2","1.57","1.57","1X8m4","2023-04-05","2000-09-24","2","2022/'23"
"32","33","2vgP8","Onder 15","najaar","178.939","130.176","89.9641","88.9752","69.2835",NULL,"24","21","22","67","50","52","102","26","37","63","29",NULL,NULL,"1.77","1.9","1.77","3.31",NULL,"3.31","4.64","4.94","4.64","8.55","8.13","8.13","8.21","9.15","8.21",NULL,"1.73","1.73","1X8m4","2023-10-05","2000-09-24","3","2023/'24"
"33","34","2vgP8","Onder 15","voorjaar","180.035","131.461","89.7077","90.3277","68.6145",NULL,"24","21","22","67","50","52","102","26","37","63","29",NULL,NULL,"1.77","1.9","1.77","3.31",NULL,"3.31","4.64","4.94","4.64","8.55","8.13","8.13","8.21","9.15","8.21",NULL,"1.73","1.73","1X8m4","2024-04-05","2000-09-24","4","2023/'24"
"34","35","2vgP8","Onder 16","najaar","180.959","131.957","90.0796","90.8792","68.6459",NULL,"24","18","18","60","56","58","114","33","33","66","36","32","68","1.79","1.82","1.79","3.04","3.06","3.04","4.91","4.68","4.68","8.22","7.75","7.75","8.4","7.8","7.8","2.04","2.27","2.04","1X8m4","2024-10-05","2000-09-24","5","2024/'25"
"35","36","2vgP8","Onder 16","voorjaar","182.283","133.889","89.589","92.6935","67.8659",NULL,"24","18","18","60","56","58","114","33","33","66","36","32","68","1.79","1.82","1.79","3.04","3.06","3.04","4.91","4.68","4.68","8.22","7.75","7.75","8.4","7.8","7.8","2.04","2.27","2.04","1X8m4","2025-04-05","2000-09-24","6","2024/'25"
"36","37","2vgP8","Onder 17","najaar","183.062","134.756","89.4822","93.5797","68.3279",NULL,"24","24","15","63","24","54","78","36","38","74","40","46","86","1.86","1.97","1.86","3.19","3.2","3.19","4.34","4.42","4.34","7.99","7.77","7.77","8.15","7.93","7.93","2.28","2.03","2.03","1X8m4","2025-10-05","2000-09-24","7","2025/'26"
"37","38","2vgP8","Onder 17","voorjaar","183.609","134.97","89.7186","93.8908","68.1229",NULL,"24","24","15","63","24","54","78","36","38","74","40","46","86","1.86","1.97","1.86","3.19","3.2","3.19","4.34","4.42","4.34","7.99","7.77","7.77","8.15","7.93","7.93","2.28","2.03","2.03","1X8m4","2026-04-05","2000-09-24","8","2025/'26"
"38","39","2vgP8","Onder 18","najaar","185.068","136.839","89.326","95.7415","67.5391",NULL,"24","9","10","43","59","72","131",NULL,"24",NULL,"38","31","69","1.82","1.69","1.69","3.12","3.14","3.12","4.34","4.3","4.3","7.75","7.98","7.75","8.22","7.98","7.98","2.16","2.81","2.16","1X8m4","2026-10-05","2000-09-24","9","2026/'27"
"39","40","2vgP8","Onder 18","voorjaar","186.103","137.886","89.3477","96.7558","68.8784",NULL,"24","9","10","43","59","72","131",NULL,"24",NULL,"38","31","69","1.82","1.69","1.69","3.12","3.14","3.12","4.34","4.3","4.3","7.75","7.98","7.75","8.22","7.98","7.98","2.16","2.81","2.16","1X8m4","2027-04-05","2000-09-24","10","2026/'27"
"40","41","vEj0F","Onder 14","najaar","156.048","115.348","74.9476","81.1","42.0476",NULL,"22","18","19","59","51","46","97","36","36","72","34","31","65","1.92","1.87","1.87","3.58","3.38","3.38","4.765","4.92","4.765","8.39",NULL,"8.39","8.52","8.26","8.26","1.8","1.8","1.8","1X8m4","2022-10-05","2000-12-30","1","2022/'23"
"41","42","vEj0F","Onder 14","voorjaar","157.382","116.515","75.0787","82.3037","45.5421",NULL,"22","18","19","59","51","46","97","36","36","72","34","31","65","1.92","1.87","1.87","3.58","3.38","3.38","4.765","4.92","4.765","8.39",NULL,"8.39","8.52","8.26","8.26","1.8","1.8","1.8","1X8m4","2023-04-05","2000-12-30","2","2022/'23"
"42","43","vEj0F","Onder 15","najaar","159.098","118.422","75.0725","84.0257","48.9247",NULL,"24","22","9","55","62","64","126","29","32","61","25","26","51","1.85","2.1","1.85","3.48","3.24","3.24","4.82","4.7","4.7","8.43","8.87","8.43","8.18","8.09","8.09","2.26","1.93","1.93","1X8m4","2023-10-05","2000-12-30","3","2023/'24"
"43","44","vEj0F","Onder 15","voorjaar","159.953","118.429","75.7033","84.2498","48.2426",NULL,"24","22","9","55","62","64","126","29","32","61","25","26","51","1.85","2.1","1.85","3.48","3.24","3.24","4.82","4.7","4.7","8.43","8.87","8.43","8.18","8.09","8.09","2.26","1.93","1.93","1X8m4","2024-04-05","2000-12-30","4","2023/'24"
"44","45","vEj0F","Onder 16","najaar","160.526","120.267","74.5455","85.9802","49.4559",NULL,"24","24","19","67","64","56","120","33","30","63","31","48","79","2.01",NULL,"2.01","3.28","3.09","3.09","4.27","4.62","4.27","8.71","8.17","8.17",NULL,"7.71","7.71","2.22","2.05","2.05","1X8m4","2024-10-05","2000-12-30","5","2024/'25"
"45","46","vEj0F","Onder 16","voorjaar","161.7","121.181","74.7278","86.972","49.1864",NULL,"24","24","19","67","64","56","120","33","30","63","31","48","79","2.01",NULL,"2.01","3.28","3.09","3.09","4.27","4.62","4.27","8.71","8.17","8.17",NULL,"7.71","7.71","2.22","2.05","2.05","1X8m4","2025-04-05","2000-12-30","6","2024/'25"
"46","47","vEj0F","Onder 17","najaar","162.224","121.548","74.7858","87.4383","48.9138",NULL,"24","9","12","45","53","58","111","32","34","66","40","38","78","1.81","1.85","1.81","3.47","3.13","3.13","4.5","4.54","4.5","8.24","7.77","7.77","7.67","7.95","7.67","2.06","1.97","1.97","1X8m4","2025-10-05","2000-12-30","7","2025/'26"
"47","48","vEj0F","Onder 17","voorjaar","163.135","122.939","74.3593","88.776","48.3453",NULL,"24","9","12","45","53","58","111","32","34","66","40","38","78","1.81","1.85","1.81","3.47","3.13","3.13","4.5","4.54","4.5","8.24","7.77","7.77","7.67","7.95","7.67","2.06","1.97","1.97","1X8m4","2026-04-05","2000-12-30","8","2025/'26"
"48","49","vEj0F","Onder 18","najaar","164.814","123.48","75.5176","89.2967","48.8644",NULL,"18","20","11","49","50","46","96","24","30","54","31","38","69","1.88","1.7","1.7","3.17","3.116","3.116","4.404","4.36","4.36","8.09","9.41","8.09","7.52","7.94","7.52","2.25","2.24","2.24","1X8m4","2026-10-05","2000-12-30","9","2026/'27"
"49","50","vEj0F","Onder 18","voorjaar","165.769","125.107","74.8241","90.9453","49.3378",NULL,"18","20","11","49","50","46","96","24","30","54","31","38","69","1.88","1.7","1.7","3.17","3.116","3.116","4.404","4.36","4.36","8.09","9.41","8.09","7.52","7.94","7.52","2.25","2.24","2.24","1X8m4","2027-04-05","2000-12-30","10","2026/'27"
"50","51","zieE5","Onder 14","najaar","177.863","131.063","82.1634","95.7","71.3634",NULL,"24","24","18","66","46","55","101","28","35","63","39","34","73","1.82","1.86","1.82","3.26","3.68","3.26","5.614","5.096","5.096","8.14","9.01","8.14","8.78","8.61","8.61","1.65","1.85","1.65","1X8m4","2022-10-05","2000-07-01","1","2022/'23"
"51","52","zieE5","Onder 14","voorjaar","179.079","132.156","82.0797","96.9994","74.989",NULL,"24","24","18","66","46","55","101","28","35","63","39","34","73","1.82","1.86","1.82","3.26","3.68","3.26","5.614","5.096","5.096","8.14","9.01","8.14","8.78","8.61","8.61","1.65","1.85","1.65","1X8m4","2023-04-05","2000-07-01","2","2022/'23"
"52","53","zieE5","Onder 15","najaar","180.543","132.799","82.8301","97.7126","78.7895",NULL,"22","24","5","51","48","54","102","30","26","56","32","35","67","1.97","1.9","1.9","3.42","3.36","3.36","4.57","4.56","4.56","8.95","8.55","8.55","9.04","7.96","7.96","1.9","1.94","1.9","1X8m4","2023-10-05","2000-07-01","3","2023/'24"
"53","54","zieE5","Onder 15","voorjaar","180.94","134.63","81.2608","99.6791","77.1777",NULL,"22","24","5","51","48","54","102","30","26","56","32","35","67","1.97","1.9","1.9","3.42","3.36","3.36","4.57","4.56","4.56","8.95","8.55","8.55","9.04","7.96","7.96","1.9","1.94","1.9","1X8m4","2024-04-05","2000-07-01","4","2023/'24"
"54","55","zieE5","Onder 16","najaar","181.958","135.255","81.7821","100.176","77.2415",NULL,"24","24","17","65","60","48","108","28","28","56","45","37","82","1.79","1.76","1.76","3.34","3.03","3.03","4.807","4.34","4.34","8.15","7.94","7.94","7.47","7.6","7.47","2.15","2.27","2.15","1X8m4","2024-10-05","2000-07-01","5","2024/'25"
"55","56","zieE5","Onder 16","voorjaar","182.649","135.874","81.7025","100.947","78.8969",NULL,"24","24","17","65","60","48","108","28","28","56","45","37","82","1.79","1.76","1.76","3.34","3.03","3.03","4.807","4.34","4.34","8.15","7.94","7.94","7.47","7.6","7.47","2.15","2.27","2.15","1X8m4","2025-04-05","2000-07-01","6","2024/'25"
"56","57","zieE5","Onder 17","najaar","184.244","136.945","82.2833","101.961","78.4641",NULL,"21","18","16","55","54","52","106","30","33","63","31","44","75","1.85","1.87","1.85","3.33","3.26","3.26","4.67","4.23","4.23","8.32","7.92","7.92","8.01","8.53","8.01","2.43","2.53","2.43","1X8m4","2025-10-05","2000-07-01","7","2025/'26"
"57","58","zieE5","Onder 17","voorjaar","185.324","137.756","82.5298","102.795","77.4051",NULL,"21","18","16","55","54","52","106","30","33","63","31","44","75","1.85","1.87","1.85","3.33","3.26","3.26","4.67","4.23","4.23","8.32","7.92","7.92","8.01","8.53","8.01","2.43","2.53","2.43","1X8m4","2026-04-05","2000-07-01","8","2025/'26"
"58","59","zieE5","Onder 18","najaar","186.292","139.484","81.7308","104.561","77.4252",NULL,"24","21","6","51","48","54","102","28","30","58","35","30","65","1.88","1.97","1.88","3.21","2.84","2.84","4.24","4.36","4.24",NULL,"7.87","7.87","8.27","7.51","7.51","2.27","2.25","2.25","1X8m4","2026-10-05","2000-07-01","9","2026/'27"
"59","61","IXmGJ","Onder 14","najaar","177.975","132.875","90.3755","87.6","73.6754",NULL,"24","24","5","53","45","52","97","32","38","70","25","29","54","1.85","2.15","1.85","3.478","3.24","3.24","4.67","4.96","4.67","9.24","7.84","7.84","8.53","9.02","8.53","1.65","1.32","1.32","1X8m4","2022-10-05","2000-08-24","1","2022/'23"
"60","62","IXmGJ","Onder 14","voorjaar","179.327","134.497","89.8084","89.5184","77.7605",NULL,"24","24","5","53","45","52","97","32","38","70","25","29","54","1.85","2.15","1.85","3.478","3.24","3.24","4.67","4.96","4.67","9.24","7.84","7.84","8.53","9.02","8.53","1.65","1.32","1.32","1X8m4","2023-04-05","2000-08-24","2","2022/'23"
"61","63","IXmGJ","Onder 15","najaar","180.777","135.508","90.4771","90.3002","80.3317",NULL,"12","23","18","53","59","44","103","30","31","61","28","46","74","2.03","1.93","1.93","3.31","3.26","3.26","4.47","4.85","4.47","8.54","8.93","8.54","7.81","8.23","7.81","1.67","1.82","1.67","1X8m4","2023-10-05","2000-08-24","3","2023/'24"
"62","64","IXmGJ","Onder 15","voorjaar","181.254","135.751","90.6021","90.6524","79.7219",NULL,"12","23","18","53","59","44","103","30","31","61","28","46","74","2.03","1.93","1.93","3.31","3.26","3.26","4.47","4.85","4.47","8.54","8.93","8.54","7.81","8.23","7.81","1.67","1.82","1.67","1X8m4","2024-04-05","2000-08-24","4","2023/'24"
"63","65","IXmGJ","Onder 16","najaar","182.19","137.009","90.1391","92.0508","80.2284",NULL,"24","24","13","61","56","54","110","35","36","71","30",NULL,NULL,"1.97","1.83","1.83","3.02","3.05","3.02",NULL,"4.47","4.47","7.93","8.09","7.93","8.1","8.49","8.1","2.25","2.16","2.16","1X8m4","2024-10-05","2000-08-24","5","2024/'25"
"64","66","IXmGJ","Onder 16","voorjaar","183.625","137.798","90.8333","92.7916","80.4758",NULL,"24","24","13","61","56","54","110","35","36","71","30",NULL,NULL,"1.97","1.83","1.83","3.02","3.05","3.02",NULL,"4.47","4.47","7.93","8.09","7.93","8.1","8.49","8.1","2.25","2.16","2.16","1X8m4","2025-04-05","2000-08-24","6","2024/'25"
"65","67","IXmGJ","Onder 17","najaar","184.746","138.833","90.9927","93.7534","79.7394",NULL,"16","22","20","58","60","54","114","32","32","64","42","46","88","2.06","1.93","1.93","3.01","3.33","3.01","4.57","4.32","4.32","8.59","8.44","8.44","8.55","9.2","8.55","2.17","2.53","2.17","1X8m4","2025-10-05","2000-08-24","7","2025/'26"
"66","68","IXmGJ","Onder 17","voorjaar","185.092","140.574","89.5034","95.5881","81.3334",NULL,"16","22","20","58","60","54","114","32","32","64","42","46","88","2.06","1.93","1.93","3.01","3.33","3.01","4.57","4.32","4.32","8.59","8.44","8.44","8.55","9.2","8.55","2.17","2.53","2.17","1X8m4","2026-04-05","2000-08-24","8","2025/'26"
"67","69","IXmGJ","Onder 18","najaar","186.486","141.159","90.2901","96.1963","80.6614",NULL,"24","24","21","69","50","48","98","36","40","76","26","38","64","1.81","2.03","1.81","3.11",NULL,"3.11","4.2","4.38","4.2","8.5","8.2","8.2","7.9","7.96","7.9","1.97","2.26","1.97","1X8m4","2026-10-05","2000-08-24","9","2026/'27"
"68","70","IXmGJ","Onder 18","voorjaar","187.572","142.435","90.1644","97.4072","80.0723",NULL,"24","24","21","69","50","48","98","36","40","76","26","38","64","1.81","2.03","1.81","3.11",NULL,"3.11","4.2","4.38","4.2","8.5","8.2","8.2","7.9","7.96","7.9","1.97","2.26","1.97","1X8m4","2027-04-05","2000-08-24","10","2026/'27"
"69","71","wUyqy","Onder 14","najaar","183.404","132.604","97.8035","85.6","72.2035",NULL,"24","16","22","62","56","52","108","30","34","64","30","41","71",NULL,"2.08","2.08","3.379",NULL,"3.379","5.614","4.81","4.81","8.31","9","8.31","8.69","8.35","8.35","1.8","1.98","1.8","1X8m4","2022-10-05","2000-02-06","1","2022/'23"
"70","72","wUyqy","Onder 14","voorjaar","184.521","133.552","97.6658","86.855","75.8508",NULL,"24","16","22","62","56","52","108","30","34","64","30","41","71",NULL,"2.08","2.08","3.379",NULL,"3.379","5.614","4.81","4.81","8.31","9","8.31","8.69","8.35","8.35","1.8","1.98","1.8","1X8m4","2023-04-05","2000-02-06","2","2022/'23"
"71","73","wUyqy","Onder 15","najaar","185.256","134.821","97.0714","88.1849","78.7866",NULL,"24","24","15","63","58","48","106","30","32","62","36","29","65","1.87","1.95","1.87","3.1","3.23","3.1","4.66","4.92","4.66","8.06",NULL,"8.06","8.21","7.87","7.87","1.88","2.07","1.88","1X8m4","2023-10-05","2000-02-06","3","2023/'24"
"72","74","wUyqy","Onder 15","voorjaar","186.794","135.397","98.1202","88.6734","78.6989",NULL,"24","24","15","63","58","48","106","30","32","62","36","29","65","1.87","1.95","1.87","3.1","3.23","3.1","4.66","4.92","4.66","8.06",NULL,"8.06","8.21","7.87","7.87","1.88","2.07","1.88","1X8m4","2024-04-05","2000-02-06","4","2023/'24"
"73","75","wUyqy","Onder 16","najaar","187.401","136.876","97.2003","90.2006","79.5973",NULL,"24","21","18","63","62","56","118","35","42","77","32","45","77","1.96","1.85","1.85","3.28",NULL,"3.28","4.77","4.28","4.28","8.19","7.87","7.87","8.36","8.27","8.27","2.42","2.27","2.27","1X8m4","2024-10-05","2000-02-06","5","2024/'25"
"74","76","wUyqy","Onder 16","voorjaar","188.081","137.212","97.3999","90.6811","78.5459",NULL,"24","21","18","63","62","56","118","35","42","77","32","45","77","1.96","1.85","1.85","3.28",NULL,"3.28","4.77","4.28","4.28","8.19","7.87","7.87","8.36","8.27","8.27","2.42","2.27","2.27","1X8m4","2025-04-05","2000-02-06","6","2024/'25"
"75","77","wUyqy","Onder 17","najaar","189.053","139.065","96.5648","92.4884","77.8203",NULL,"24","24","22","70","52","57","109","34","40","74","40","40","80","1.95","2.06","1.95","3.05","3.11","3.05","4.46","4.8","4.46","8.25","8.05","8.05","8.55","7.79","7.79","2.41","2.31","2.31","1X8m4","2025-10-05","2000-02-06","7","2025/'26"
"76","78","wUyqy","Onder 17","voorjaar","190.01","140.006","96.5046","93.5057","79.0864",NULL,"24","24","22","70","52","57","109","34","40","74","40","40","80","1.95","2.06","1.95","3.05","3.11","3.05","4.46","4.8","4.46","8.25","8.05","8.05","8.55","7.79","7.79","2.41","2.31","2.31","1X8m4","2026-04-05","2000-02-06","8","2025/'26"
"77","79","wUyqy","Onder 18","najaar","191.877","140.732","97.6989","94.1777","77.9456",NULL,"24","19","11","54","52","58","110","24","34","58","32","33","65","1.88","1.82","1.82","3.02","3.17","3.02","4.23","4.5","4.23","8.21",NULL,"8.21","7.62","7.98","7.62","2.14","2.36","2.14","1X8m4","2026-10-05","2000-02-06","9","2026/'27"
"78","81","7Jwdy","Onder 14","najaar","141.698","108.498","70.8983","70.8","28.6983",NULL,"24","16","11","51","54","47","101","24","31","55","23","37","60","1.87","2.04","1.87","3.937","3.21","3.21","4.68","4.97","4.68","9.17","8.89","8.89","7.84","8.63","7.84","1.74","2.03","1.74","1X8m4","2022-10-05","2000-07-07","1","2022/'23"
